word_esp,word_rus,other_rus,category,level
volar_2224,летать,"ходить,прыгать,катиться",Дом и быт,начальный
pantalón_1399,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
volar_7906,летать,"ходить,прыгать,катиться",Дом и быт,начальный
árbol_3374,дерево,"куст,цветок,трава",Части тела,начальный
caminar_3069,идти,"стоять,бежать,сидеть",Животные,продвинутый
camisa_6615,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
nadar_6860,плавать,"нырять,летать,ползти",Профессии,начальный
ingeniero_7050,инженер,"врач,учитель,строитель",Животные,средний
profesor_5876,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
avión_1613,самолёт,"поезд,машина,метро",Части тела,продвинутый
perro_8090,собака,"кошка,мышь,тигр",Одежда,средний
leche_2673,молоко,"вода,сок,чай",Профессии,средний
caminar_1422,идти,"стоять,бежать,сидеть",Животные,продвинутый
coche_4083,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
agua_9230,вода,"молоко,пиво,сок",Транспорт,продвинутый
mesa_3829,стол,"стул,шкаф,диван",Природа,средний
ingeniero_3056,инженер,"врач,учитель,строитель",Животные,средний
tristeza_2055,грусть,"радость,злость,удивление",Природа,продвинутый
falda_3743,юбка,"брюки,платье,шорты",Животные,продвинутый
flor_6425,цветок,"листва,куст,дерево",Животные,начальный
hierba_7555,трава,"листва,цветок,дерево",Животные,продвинутый
falda_9338,юбка,"брюки,платье,шорты",Животные,продвинутый
gato_1934,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
gato_8554,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
volar_4351,летать,"ходить,прыгать,катиться",Дом и быт,начальный
luna_6742,луна,"планета,солнце,комета",Профессии,продвинутый
vestido_8813,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
caminar_2415,идти,"стоять,бежать,сидеть",Животные,продвинутый
gato_7423,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
hierba_4614,трава,"листва,цветок,дерево",Животные,продвинутый
luna_9580,луна,"планета,солнце,комета",Профессии,продвинутый
vestido_7076,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
leche_1048,молоко,"вода,сок,чай",Профессии,средний
vestido_1348,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
camisa_1827,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
gato_7480,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
zapato_3376,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
doctor_1807,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
coche_6858,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
caballo_6351,лошадь,"осёл,верблюд,корова",Профессии,средний
flor_1908,цветок,"листва,куст,дерево",Животные,начальный
zapato_3666,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
profesor_2392,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
tren_8933,поезд,"машина,автобус,метро",Природа,продвинутый
tristeza_1130,грусть,"радость,злость,удивление",Природа,продвинутый
árbol_1939,дерево,"куст,цветок,трава",Части тела,начальный
profesor_1663,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
pantalón_9726,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
hierba_9884,трава,"листва,цветок,дерево",Животные,продвинутый
agua_3269,вода,"молоко,пиво,сок",Транспорт,продвинутый
agua_8967,вода,"молоко,пиво,сок",Транспорт,продвинутый
avión_7514,самолёт,"поезд,машина,метро",Части тела,продвинутый
camisa_7177,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
emoción_4349,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
mesa_7269,стол,"стул,шкаф,диван",Природа,средний
perro_3585,собака,"кошка,мышь,тигр",Одежда,средний
pan_8117,хлеб,"масло,сыр,булка",Одежда,начальный
gato_6671,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
árbol_6321,дерево,"куст,цветок,трава",Части тела,начальный
coche_9891,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
gato_5115,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
volar_3057,летать,"ходить,прыгать,катиться",Дом и быт,начальный
árbol_9259,дерево,"куст,цветок,трава",Части тела,начальный
alegría_8397,радость,"печаль,злость,спокойствие",Одежда,средний
coche_8101,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
queso_9506,сыр,"молоко,хлеб,творог",Эмоции,начальный
volar_8502,летать,"ходить,прыгать,катиться",Дом и быт,начальный
coche_7569,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
tren_6322,поезд,"машина,автобус,метро",Природа,продвинутый
ingeniero_7533,инженер,"врач,учитель,строитель",Животные,средний
sol_6384,солнце,"луна,звезда,облако",Овощи и фрукты,средний
mesa_7085,стол,"стул,шкаф,диван",Природа,средний
pan_1327,хлеб,"масло,сыр,булка",Одежда,начальный
silla_4139,стул,"диван,табурет,шкаф",Глаголы действия,начальный
flor_7998,цветок,"листва,куст,дерево",Животные,начальный
pantalón_2932,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
caminar_1100,идти,"стоять,бежать,сидеть",Животные,продвинутый
caballo_3436,лошадь,"осёл,верблюд,корова",Профессии,средний
tren_2803,поезд,"машина,автобус,метро",Природа,продвинутый
pan_8375,хлеб,"масло,сыр,булка",Одежда,начальный
hierba_1008,трава,"листва,цветок,дерево",Животные,продвинутый
caminar_3867,идти,"стоять,бежать,сидеть",Животные,продвинутый
flor_7094,цветок,"листва,куст,дерево",Животные,начальный
mesa_3362,стол,"стул,шкаф,диван",Природа,средний
tristeza_9739,грусть,"радость,злость,удивление",Природа,продвинутый
agua_3219,вода,"молоко,пиво,сок",Транспорт,продвинутый
mesa_7432,стол,"стул,шкаф,диван",Природа,средний
caminar_6730,идти,"стоять,бежать,сидеть",Животные,продвинутый
pantalón_8369,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
pantalón_5232,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
profesor_3327,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
caballo_8109,лошадь,"осёл,верблюд,корова",Профессии,средний
tristeza_6275,грусть,"радость,злость,удивление",Природа,продвинутый
vestido_3611,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
playa_6112,пляж,"берег,галька,песок",Глаголы действия,продвинутый
gato_7024,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
alegría_1679,радость,"печаль,злость,спокойствие",Одежда,средний
volar_1462,летать,"ходить,прыгать,катиться",Дом и быт,начальный
nadar_8390,плавать,"нырять,летать,ползти",Профессии,начальный
leche_7604,молоко,"вода,сок,чай",Профессии,средний
profesor_9422,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
ingeniero_5199,инженер,"врач,учитель,строитель",Животные,средний
doctor_1776,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
mar_4017,море,"океан,озеро,река",Одежда,средний
sol_2259,солнце,"луна,звезда,облако",Овощи и фрукты,средний
silla_4584,стул,"диван,табурет,шкаф",Глаголы действия,начальный
gato_2081,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
hierba_4406,трава,"листва,цветок,дерево",Животные,продвинутый
mar_7051,море,"океан,озеро,река",Одежда,средний
flor_6334,цветок,"листва,куст,дерево",Животные,начальный
montaña_9048,гора,"река,озеро,лес",Дом и быт,продвинутый
ingeniero_3610,инженер,"врач,учитель,строитель",Животные,средний
sol_3943,солнце,"луна,звезда,облако",Овощи и фрукты,средний
montaña_6997,гора,"река,озеро,лес",Дом и быт,продвинутый
ingeniero_6170,инженер,"врач,учитель,строитель",Животные,средний
coche_1081,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
volar_1823,летать,"ходить,прыгать,катиться",Дом и быт,начальный
agua_2596,вода,"молоко,пиво,сок",Транспорт,продвинутый
zapato_3956,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
pantalón_1264,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
tristeza_8476,грусть,"радость,злость,удивление",Природа,продвинутый
flor_6091,цветок,"листва,куст,дерево",Животные,начальный
flor_6697,цветок,"листва,куст,дерево",Животные,начальный
hierba_9218,трава,"листва,цветок,дерево",Животные,продвинутый
camisa_5366,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
hierba_8687,трава,"листва,цветок,дерево",Животные,продвинутый
emoción_1372,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
caballo_9186,лошадь,"осёл,верблюд,корова",Профессии,средний
mesa_2546,стол,"стул,шкаф,диван",Природа,средний
volar_7026,летать,"ходить,прыгать,катиться",Дом и быт,начальный
mesa_6871,стол,"стул,шкаф,диван",Природа,средний
avión_4509,самолёт,"поезд,машина,метро",Части тела,продвинутый
caballo_2993,лошадь,"осёл,верблюд,корова",Профессии,средний
avión_6065,самолёт,"поезд,машина,метро",Части тела,продвинутый
vestido_6912,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
emoción_3275,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
falda_3607,юбка,"брюки,платье,шорты",Животные,продвинутый
avión_3515,самолёт,"поезд,машина,метро",Части тела,продвинутый
tren_8310,поезд,"машина,автобус,метро",Природа,продвинутый
gato_3096,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
queso_7720,сыр,"молоко,хлеб,творог",Эмоции,начальный
avión_7667,самолёт,"поезд,машина,метро",Части тела,продвинутый
coche_2690,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
flor_1169,цветок,"листва,куст,дерево",Животные,начальный
ingeniero_8852,инженер,"врач,учитель,строитель",Животные,средний
mesa_9782,стол,"стул,шкаф,диван",Природа,средний
avión_9312,самолёт,"поезд,машина,метро",Части тела,продвинутый
coche_5161,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
hierba_7145,трава,"листва,цветок,дерево",Животные,продвинутый
hierba_3772,трава,"листва,цветок,дерево",Животные,продвинутый
queso_4636,сыр,"молоко,хлеб,творог",Эмоции,начальный
mar_3482,море,"океан,озеро,река",Одежда,средний
flor_7639,цветок,"листва,куст,дерево",Животные,начальный
nadar_4069,плавать,"нырять,летать,ползти",Профессии,начальный
árbol_6155,дерево,"куст,цветок,трава",Части тела,начальный
avión_7903,самолёт,"поезд,машина,метро",Части тела,продвинутый
leche_3522,молоко,"вода,сок,чай",Профессии,средний
pan_5051,хлеб,"масло,сыр,булка",Одежда,начальный
pan_9501,хлеб,"масло,сыр,булка",Одежда,начальный
mar_1863,море,"океан,озеро,река",Одежда,средний
ingeniero_4344,инженер,"врач,учитель,строитель",Животные,средний
silla_9788,стул,"диван,табурет,шкаф",Глаголы действия,начальный
tren_2454,поезд,"машина,автобус,метро",Природа,продвинутый
mar_3309,море,"океан,озеро,река",Одежда,средний
caminar_6663,идти,"стоять,бежать,сидеть",Животные,продвинутый
volar_1117,летать,"ходить,прыгать,катиться",Дом и быт,начальный
zapato_1013,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
zapato_2190,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
camisa_7492,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
playa_7318,пляж,"берег,галька,песок",Глаголы действия,продвинутый
caminar_8716,идти,"стоять,бежать,сидеть",Животные,продвинутый
volar_9762,летать,"ходить,прыгать,катиться",Дом и быт,начальный
emoción_8061,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
playa_4924,пляж,"берег,галька,песок",Глаголы действия,продвинутый
ingeniero_6005,инженер,"врач,учитель,строитель",Животные,средний
playa_1510,пляж,"берег,галька,песок",Глаголы действия,продвинутый
perro_4220,собака,"кошка,мышь,тигр",Одежда,средний
volar_8894,летать,"ходить,прыгать,катиться",Дом и быт,начальный
leche_1736,молоко,"вода,сок,чай",Профессии,средний
gato_2537,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
profesor_6202,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
montaña_6562,гора,"река,озеро,лес",Дом и быт,продвинутый
doctor_1478,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
agua_3921,вода,"молоко,пиво,сок",Транспорт,продвинутый
playa_9456,пляж,"берег,галька,песок",Глаголы действия,продвинутый
pantalón_5313,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
flor_9749,цветок,"листва,куст,дерево",Животные,начальный
camisa_7870,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
tren_3648,поезд,"машина,автобус,метро",Природа,продвинутый
caminar_9698,идти,"стоять,бежать,сидеть",Животные,продвинутый
luna_6329,луна,"планета,солнце,комета",Профессии,продвинутый
pantalón_8681,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
coche_4006,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
correr_9961,бежать,"прыгать,идти,ползти",Природа,средний
leche_7390,молоко,"вода,сок,чай",Профессии,средний
ingeniero_6490,инженер,"врач,учитель,строитель",Животные,средний
camisa_3525,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
leche_6792,молоко,"вода,сок,чай",Профессии,средний
flor_6115,цветок,"листва,куст,дерево",Животные,начальный
ingeniero_3838,инженер,"врач,учитель,строитель",Животные,средний
volar_4339,летать,"ходить,прыгать,катиться",Дом и быт,начальный
árbol_6442,дерево,"куст,цветок,трава",Части тела,начальный
ingeniero_5947,инженер,"врач,учитель,строитель",Животные,средний
luna_7943,луна,"планета,солнце,комета",Профессии,продвинутый
mar_8265,море,"океан,озеро,река",Одежда,средний
leche_9398,молоко,"вода,сок,чай",Профессии,средний
camisa_6116,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
montaña_6669,гора,"река,озеро,лес",Дом и быт,продвинутый
alegría_9398,радость,"печаль,злость,спокойствие",Одежда,средний
pan_8164,хлеб,"масло,сыр,булка",Одежда,начальный
playa_4484,пляж,"берег,галька,песок",Глаголы действия,продвинутый
sol_7801,солнце,"луна,звезда,облако",Овощи и фрукты,средний
alegría_8072,радость,"печаль,злость,спокойствие",Одежда,средний
doctor_1284,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
correr_6323,бежать,"прыгать,идти,ползти",Природа,средний
flor_5487,цветок,"листва,куст,дерево",Животные,начальный
tristeza_1190,грусть,"радость,злость,удивление",Природа,продвинутый
flor_9703,цветок,"листва,куст,дерево",Животные,начальный
playa_9422,пляж,"берег,галька,песок",Глаголы действия,продвинутый
mesa_5770,стол,"стул,шкаф,диван",Природа,средний
perro_4912,собака,"кошка,мышь,тигр",Одежда,средний
nadar_1664,плавать,"нырять,летать,ползти",Профессии,начальный
volar_2952,летать,"ходить,прыгать,катиться",Дом и быт,начальный
tristeza_2432,грусть,"радость,злость,удивление",Природа,продвинутый
volar_1518,летать,"ходить,прыгать,катиться",Дом и быт,начальный
montaña_6129,гора,"река,озеро,лес",Дом и быт,продвинутый
doctor_1792,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
vestido_7530,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
doctor_7966,врач,"учитель,пекарь,инженер",Дом и быт,продвинутый
silla_2268,стул,"диван,табурет,шкаф",Глаголы действия,начальный
hierba_5477,трава,"листва,цветок,дерево",Животные,продвинутый
emoción_6684,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
ingeniero_8918,инженер,"врач,учитель,строитель",Животные,средний
vestido_9279,платье,"юбка,блузка,рубашка",Овощи и фрукты,продвинутый
sol_9654,солнце,"луна,звезда,облако",Овощи и фрукты,средний
coche_1150,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
gato_6827,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
camisa_6901,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
coche_6117,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
agua_2101,вода,"молоко,пиво,сок",Транспорт,продвинутый
pantalón_2470,брюки,"шорты,юбка,джинсы",Дом и быт,начальный
falda_7813,юбка,"брюки,платье,шорты",Животные,продвинутый
sol_9122,солнце,"луна,звезда,облако",Овощи и фрукты,средний
ingeniero_7542,инженер,"врач,учитель,строитель",Животные,средний
correr_4016,бежать,"прыгать,идти,ползти",Природа,средний
volar_8938,летать,"ходить,прыгать,катиться",Дом и быт,начальный
pan_9107,хлеб,"масло,сыр,булка",Одежда,начальный
alegría_2832,радость,"печаль,злость,спокойствие",Одежда,средний
emoción_4161,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
profesor_8970,учитель,"врач,инженер,продавец",Овощи и фрукты,начальный
hierba_1126,трава,"листва,цветок,дерево",Животные,продвинутый
emoción_1354,эмоция,"чувство,ощущение,переживание",Эмоции,начальный
flor_8928,цветок,"листва,куст,дерево",Животные,начальный
hierba_9740,трава,"листва,цветок,дерево",Животные,продвинутый
tren_9113,поезд,"машина,автобус,метро",Природа,продвинутый
zapato_7322,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
silla_8561,стул,"диван,табурет,шкаф",Глаголы действия,начальный
tren_9785,поезд,"машина,автобус,метро",Природа,продвинутый
coche_3165,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
hierba_8020,трава,"листва,цветок,дерево",Животные,продвинутый
nadar_6421,плавать,"нырять,летать,ползти",Профессии,начальный
gato_5821,кошка,"собака,птица,лошадь",Овощи и фрукты,продвинутый
montaña_9225,гора,"река,озеро,лес",Дом и быт,продвинутый
zapato_8953,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
tren_8982,поезд,"машина,автобус,метро",Природа,продвинутый
árbol_1230,дерево,"куст,цветок,трава",Части тела,начальный
tren_7316,поезд,"машина,автобус,метро",Природа,продвинутый
silla_6751,стул,"диван,табурет,шкаф",Глаголы действия,начальный
camisa_8892,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
hierba_6693,трава,"листва,цветок,дерево",Животные,продвинутый
hierba_5711,трава,"листва,цветок,дерево",Животные,продвинутый
camisa_5965,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
zapato_1687,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
mesa_3184,стол,"стул,шкаф,диван",Природа,средний
volar_3249,летать,"ходить,прыгать,катиться",Дом и быт,начальный
coche_3711,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
zapato_5300,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
playa_9554,пляж,"берег,галька,песок",Глаголы действия,продвинутый
silla_1132,стул,"диван,табурет,шкаф",Глаголы действия,начальный
zapato_6808,туфля,"ботинок,кроссовок,сандалия",Профессии,средний
pan_4753,хлеб,"масло,сыр,булка",Одежда,начальный
hierba_1689,трава,"листва,цветок,дерево",Животные,продвинутый
coche_6733,машина,"велосипед,мотоцикл,поезд",Одежда,продвинутый
pan_2382,хлеб,"масло,сыр,булка",Одежда,начальный
mesa_5998,стол,"стул,шкаф,диван",Природа,средний
correr_7744,бежать,"прыгать,идти,ползти",Природа,средний
volar_5357,летать,"ходить,прыгать,катиться",Дом и быт,начальный
leche_3230,молоко,"вода,сок,чай",Профессии,средний
falda_8352,юбка,"брюки,платье,шорты",Животные,продвинутый
mesa_7837,стол,"стул,шкаф,диван",Природа,средний
alegría_1774,радость,"печаль,злость,спокойствие",Одежда,средний
tren_3642,поезд,"машина,автобус,метро",Природа,продвинутый
pan_6923,хлеб,"масло,сыр,булка",Одежда,начальный
nadar_5383,плавать,"нырять,летать,ползти",Профессии,начальный
camisa_1719,рубашка,"пиджак,футболка,пальто",Профессии,продвинутый
volar_6101,летать,"ходить,прыгать,катиться",Дом и быт,начальный
tren_2208,поезд,"машина,автобус,метро",Природа,продвинутый
alegría_1224,радость,"печаль,злость,спокойствие",Одежда,средний
volar_6560,летать,"ходить,прыгать,катиться",Дом и быт,начальный
montaña_3123,гора,"река,озеро,лес",Дом и быт,продвинутый
silla_9262,стул,"диван,табурет,шкаф",Глаголы действия,начальный
playa_4610,пляж,"берег,галька,песок",Глаголы действия,продвинутый
tren_9821,поезд,"машина,автобус,метро",Природа,продвинутый
hierba_2953,трава,"листва,цветок,дерево",Животные,продвинутый
árbol_6050,дерево,"куст,цветок,трава",Части тела,начальный
nadar_3913,плавать,"нырять,летать,ползти",Профессии,начальный
